epochs,AUC,sensitivity,selectivity
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
