Onset,Duration,Annotation
+0.246,,Marker:Markon:w
+30.0000983,,Marker:Markoff:w
+30.4919016,,Marker:Markon:w
+60.064,,Marker:Markoff:w
+60.491,,Marker:Markon:w
+90.064,,Marker:Markoff:w
+90.491,,Marker:Markon:w
+120.064,,Marker:Markoff:w
+120.491,,Marker:Markon:w
+150.064,,Marker:Markoff:w
+150.491,,Marker:Markon:w
+180.064,,Marker:Markoff:w
+180.491,,Marker:Markon:w
+210.064,,Marker:Markoff:w
+210.491,,Marker:Markon:w
+240.064,,Marker:Markoff:w
+240.491,,Marker:Markon:w
+270.064,,Marker:Markoff:w
+270.491,,Marker:Markon:1
+300.064,,Marker:Markoff:1
+300.491,,Marker:Markon:1
+330.064,,Marker:Markoff:1
+330.491,,Marker:Markon:1
+360.064,,Marker:Markoff:1
+360.491,,Marker:Markon:1
+371.2350758,,spindle
+386.3725165,,spindle
+390.064,,Marker:Markoff:2
+390.491,,Marker:Markon:2
+398.8080758,,spindle
+409.6284407,,spindle
+420.064,,Marker:Markoff:2
+420.491,,Marker:Markon:2
+428.177744,,spindle
+449.4573649,,spindle
+450.064,,Marker:Markoff:2
+450.491,,Marker:Markon:2
+464.656417,,spindle
+480.064,,Marker:Markoff:2
+480.491,,Marker:Markon:2
+486.3246635,,spindle
+492.4858009,,spindle
+502.8649478,,spindle
+505.5663696,,spindle
+510.064,,Marker:Markoff:2
+510.491,,Marker:Markon:2
+511.9407772,,spindle
+518.1730047,,spindle
+522.1540473,,spindle
+524.5000189,,spindle
+537.9549952,,spindle
+540.064,,Marker:Markoff:2
+540.20618,,spindle
+540.491,,Marker:Markon:2
+543.4526255,,spindle
+556.4004928,,spindle
+570.064,,Marker:Markoff:2
+570.3578388,,spindle
+570.491,,Marker:Markon:2
+580.9028625,,spindle
+591.6090236,,spindle
+600.064,,Marker:Markoff:2
+600.491,,Marker:Markon:2
+604.3388815,,spindle
+630.064,,Marker:Markoff:2
+630.491,,Marker:Markon:2
+634.9028625,,spindle
+638.149308,,spindle
+651.2867488,,spindle
+660.064,,Marker:Markoff:2
+660.491,,Marker:Markon:2
+687.078218,,spindle
+690.064,,Marker:Markoff:2
+690.491,,Marker:Markon:2
+696.1824834,,spindle
+698.5758483,,spindle
+700.6611563,,spindle
+720.064,,Marker:Markoff:2
+720.491,,Marker:Markon:2
+724.0497819,,spindle
+732.3862748,,spindle
+736.627981,,spindle
+750.064,,Marker:Markoff:2
+750.491,,Marker:Markon:2
+757.9360379,,spindle
+759.4763222,,spindle
+763.1730047,,spindle
+766.9644739,,spindle
+774.6611563,,spindle
+777.9786919,,spindle
+780.064,,Marker:Markoff:2
+780.491,,Marker:Markon:2
+780.5142369,,spindle
+781.8649478,,spindle
+792.599545,,spindle
+798.0450426,,spindle
+810.064,,Marker:Markoff:2
+810.491,,Marker:Markon:2
+812.8981232,,spindle
+821.0971753,,spindle
+839.4858009,,spindle
+840.064,,Marker:Markoff:2
+840.491,,Marker:Markon:2
+842.8270331,,spindle
+856.585327,,spindle
+866.1019146,,spindle
+870.064,,Marker:Markoff:2
+870.491,,Marker:Markon:2
+871.3104454,,spindle
+883.1872227,,spindle
+886.2298767,,spindle
+898.0497819,,spindle
+900.064,,Marker:Markoff:2
+900.491,,Marker:Markon:2
+904.4241895,,spindle
+915.5900663,,spindle
+923.6185023,,spindle
+930.064,,Marker:Markoff:2
+930.491,,Marker:Markon:2
+935.9597345,,spindle
+958.713289,,spindle
+960.064,,Marker:Markoff:2
+960.491,,Marker:Markon:2
+974.4810616,,spindle
+985.6374597,,spindle
+990.064,,Marker:Markoff:2
+990.491,,Marker:Markon:2
+1001.9407772,,spindle
+1029.8274928,,spindle
+1051.1497677,,spindle
+1054.6142227,,spindle
+1057.5099573,,spindle
+1061.2540331,,spindle
+1063.8843649,,spindle
+1066.012327,,spindle
+1069.4151706,,spindle
+1083.2540331,,spindle
+1098.4293886,,spindle
+1102.054981,,spindle
+1116.8180142,,k-complex
+1125.467,,spindle
+1128.505,,spindle
+1162.424,,spindle
+1178.249,,spindle
+1183.386,,spindle
+1190.637,,spindle
+1199.4,,spindle
+1235.6000047,,spindle
+1238.4199099,,spindle
+1265.3582985,,spindle
+1277.590526,,spindle
+1280.054981,,spindle
+1282.6521374,,spindle
+1319.4815213,,spindle
+1339.3440805,,spindle
+1346.1213316,,spindle
+1348.4199098,,spindle
+1350.0309526,,Marker:Markoff:2
+1350.5522796,,Marker:Markon:w
+1380.03,,Marker:Markoff:w
+1380.552,,Marker:Markon:w
+1410.03,,Marker:Markoff:w
+1410.552,,Marker:Markon:w
+1440.03,,Marker:Markoff:w
+1440.552,,Marker:Markon:w
+1470.03,,Marker:Markoff:w
+1470.552,,Marker:Markon:w
+1500.03,,Marker:Markoff:w
+1500.552,,Marker:Markon:w
+1530.03,,Marker:Markoff:w
+1530.552,,Marker:Markon:w
+1560.03,,Marker:Markoff:w
+1560.552,,Marker:Markon:w
+1590.03,,Marker:Markoff:w
+1590.552,,Marker:Markon:w
+1620.03,,Marker:Markoff:w
+1620.552,,Marker:Markon:w
+1650.03,,Marker:Markoff:w
+1650.552,,Marker:Markon:w
+1680.03,,Marker:Markoff:w
+1680.552,,Marker:Markon:w
+1710.03,,Marker:Markoff:w
+1710.552,,Marker:Markon:w
+1740.03,,Marker:Markoff:w
+1740.552,,Marker:Markon:w
+1770.03,,Marker:Markoff:w
+1770.552,,Marker:Markon:w
