Onset,Duration,Annotation
+0.687,,Marker:Markon: w
+30.5077855,,Marker:Markoff: w
+30.8637594,,Marker:Markon: w
+60.5446104,,Marker:Markoff: w
+60.8514844,,Marker:Markon: w
+90.5372454,,Marker:Markoff: w
+90.8441194,,Marker:Markon: w
+120.5151505,,Marker:Markoff: w
+120.8711243,,Marker:Markon: w
+150.5470654,,Marker:Markoff: w
+150.8662144,,Marker:Markon: w
+180.5249705,,Marker:Markoff: w
+180.8563944,,Marker:Markon: w
+210.5347905,,Marker:Markoff: w
+210.8539394,,Marker:Markon: w
+240.486,,Marker:Markoff: w
+240.911,,Marker:Markon: w
+270.5,,Marker:Markoff: w
+270.911,,Marker:Markon: w
+300.523,,Marker:Markoff: 1
+300.911,,Marker:Markon: 1
+330.5,,Marker:Markoff: w
+330.911,,Marker:Markon: 1
+360.523,,Marker:Markoff: 1
+360.911,,Marker:Markon: 1
+390.523,,Marker:Markoff: 1
+390.911,,Marker:Markon: 1
+411.3437855,,k-complex
+420.523,,Marker:Markoff: 1
+420.932,,Marker:Markon: 1
+438.8991796,,spindle
+440.3885413,,k-complex
+450.523,,Marker:Markoff: 1
+450.932,,Marker:Markon: 1
+456.0049967,,spindle
+480.523,,Marker:Markoff: 1
+480.932,,Marker:Markon: 1
+510.523,,Marker:Markoff: 1
+510.932,,Marker:Markon: 1
+540.523,,Marker:Markoff: 1
+540.932,,Marker:Markon: 1
+553.1809378,,spindle
+570.523,,Marker:Markoff: 1
+570.932,,Marker:Markon: 1
+600.523,,Marker:Markoff: 1
+600.932,,Marker:Markon: 1
+630.523,,Marker:Markoff: 1
+630.932,,Marker:Markon: 1
+660.523,,Marker:Markoff: 1
+660.932,,Marker:Markon: 1
+681.648,,k-complex
+690.523,,Marker:Markoff: 1
+690.932,,Marker:Markon: 1
+720.523,,Marker:Markoff: 1
+720.932,,Marker:Markon: 1
+750.523,,Marker:Markoff: 1
+750.932,,Marker:Markon: 1
+780.523,,Marker:Markoff: 1
+780.932,,Marker:Markon: 1
+810.523,,Marker:Markoff: 1
+810.932,,Marker:Markon: 1
+813.3103783,,spindle
+840.523,,Marker:Markoff: 1
+840.932,,Marker:Markon: 1
+853.0975405,,spindle
+860.3272702,,spindle
+870.5671351,,Marker:Markoff:2
+870.8542972,,Marker:Markon:2
+871.4286216,,spindle
+879.7056486,,spindle
+900.567,,Marker:Markoff:2
+900.854,,Marker:Markon:2
+901.7901081,,spindle
+922.4218648,,spindle
+924.9556486,,spindle
+926.5603783,,spindle
+930.567,,Marker:Markoff:2
+930.854,,Marker:Markon:2
+931.1718648,,spindle
+960.567,,Marker:Markoff:2
+960.854,,Marker:Markon:2
+973.9286216,,spindle
+990.567,,Marker:Markoff:2
+990.854,,Marker:Markon:2
+998.8002432,,spindle
+1002.0603783,,spindle
+1011.4894324,,spindle
+1014.834027,,spindle
+1020.567,,Marker:Markoff:2
+1020.6482162,,spindle
+1020.854,,Marker:Markon:2
+1022.7732162,,spindle
+1029.6583513,,spindle
+1043.6921351,,spindle
+1050.567,,Marker:Markoff:2
+1050.854,,Marker:Markon:2
+1053.9387567,,spindle
+1058.6684864,,spindle
+1060.8475404,,spindle
+1069.6279458,,spindle
+1072.1617296,,spindle
+1080.567,,Marker:Markoff:2
+1080.854,,Marker:Markon:2
+1081.3678107,,spindle
+1082.719162,,spindle
+1085.6752431,,spindle
+1090.7428107,,spindle
+1097.5772701,,spindle
+1101.577,,spindle
+1110.567,,Marker:Markoff:2
+1110.854,,Marker:Markon:2
+1127.7090269,,spindle
+1139.7225404,,spindle
+1140.567,,Marker:Markoff:2
+1140.854,,Marker:Markon:2
+1150.722,,spindle
+1157.0130809,,spindle
+1162.1819999,,spindle
+1170.567,,Marker:Markoff:2
+1170.854,,Marker:Markon:2
+1172.3475404,,spindle
+1181.9319999,,spindle
+1187.7597026,,spindle
+1197.0367296,,spindle
+1198.8272701,,spindle
+1200.567,,Marker:Markoff:2
+1200.854,,Marker:Markon:2
+1230.567,,Marker:Markoff:2
+1230.854,,Marker:Markon:2
+1236.0399729,,spindle
+1244.7055135,,spindle
+1260.567,,Marker:Markoff:2
+1260.854,,Marker:Markon:2
+1266.8374053,,spindle
+1273.5367296,,spindle
+1277.9961891,,spindle
+1284.9488918,,spindle
+1290.567,,Marker:Markoff:2
+1290.854,,Marker:Markon:2
+1295.4049728,,spindle
+1297.567135,,spindle
+1302.7867296,,spindle
+1312.0097026,,spindle
+1315.9961891,,spindle
+1320.567,,Marker:Markoff:2
+1320.854,,Marker:Markon:2
+1338.1448377,,spindle
+1349.7394323,,spindle
+1350.567,,Marker:Markoff:2
+1350.854,,Marker:Markon:2
+1354.1448377,,spindle
+1380.567,,Marker:Markoff:2
+1380.854,,Marker:Markon:2
+1381.2664593,,spindle
+1382.9387566,,spindle
+1387.6617296,,spindle
+1398.2867296,,spindle
+1401.9826755,,k-complex
+1410.567,,Marker:Markoff:2
+1410.854,,Marker:Markon:2
+1432.0536215,,spindle
+1437.4624053,,k-complex
+1440.567,,Marker:Markoff:2
+1440.854,,Marker:Markon:2
+1445.7225404,,spindle
+1465.6347026,,spindle
+1469.9759188,,spindle
+1470.567,,Marker:Markoff:2
+1470.854,,Marker:Markon:2
+1494.4049728,,spindle
+1499.2529458,,spindle
+1500.567,,Marker:Markoff:2
+1500.854,,Marker:Markon:2
+1503.5367296,,spindle
+1508.7529458,,spindle
+1512.9083512,,spindle
+1527.3610539,,spindle
+1530.567,,Marker:Markoff:2
+1530.854,,Marker:Markon:2
+1550.6786215,,spindle
+1553.678,,spindle
+1557.2360539,,spindle
+1560.567,,Marker:Markoff:2
+1560.854,,Marker:Markon:2
+1561.3238918,,spindle
+1565.8678107,,spindle
+1569.6347026,,spindle
+1576.634,,spindle
+1582.1549728,,spindle
+1590.567,,Marker:Markoff:2
+1590.854,,Marker:Markon:2
+1596.692135,,spindle
+1604.8509188,,spindle
+1611.8137566,,spindle
+1620.567,,Marker:Markoff:2
+1620.854,,Marker:Markon:2
+1630.4826755,,spindle
+1632.6313242,,spindle
+1637.1414593,,spindle
+1638.9590269,,spindle
+1642.844162,,spindle
+1645.7056485,,spindle
+1649.4387566,,spindle
+1650.567,,Marker:Markoff:2
+1650.854,,Marker:Markon:2
+1665.3272701,,spindle
+1672.0097026,,spindle
+1680.567,,Marker:Markoff:2
+1680.854,,Marker:Markon:2
+1681.2765945,,spindle
+1688.1448377,,spindle
+1710.567,,Marker:Markoff:2
+1710.854,,Marker:Markon:2
+1740.567,,Marker:Markoff:2
+1740.854,,Marker:Markon:2
+1758.0705134,,spindle
+1764.2461891,,spindle
+1770.567,,Marker:Markoff:2
+1770.854,,Marker:Markon:2
+1774.6786215,,spindle
+1781.5806485,,spindle
