Onset,Duration,Annotation
+0.0499710,,Markon: w
+29.9157160,,Markoff: w
+30.0000000,,Markon: w
+59.9656860,,Markoff: w
+60.0166570,,Markon: w
+89.9823430,,Markoff: w
+90.0165740,,Markon: w
+119.9327040,,Markoff: w
+120.0994440,,Markon: w
+149.9658520,,Markoff: w
+150.0166570,,Markon: w
+179.9656860,,Markoff: w
+180.0165740,,Markon: w
+209.9824260,,Markoff: w
+210.0164470,,Markon: w
+239.8674250,,Markoff: w
+239.9210220,,Markon: w
+269.9332130,,Markoff: w
+270.0190000,,Markon: 2
+284.7640000,,spindle
+299.9330000,,Markoff: 2
+300.0030000,,Markon: 1
+329.8830000,,Markoff: 1
+329.9703620,,Markon: w
+359.9167660,,Markoff: w
+360.0164470,,Markon: w
+389.8509790,,Markoff: w
+390.0030000,,Markon: 2
+399.6960000,0.158000,Spindle
+400.4460000,0.158000,Spindle
+418.9330000,,Markoff: 2
+419.0190000,,Markon: 2
+448.9490000,,Markoff: 2
+449.0190000,,Markon: w
+478.9660000,,Markoff: w
+479.0030000,,Markon: w
+489.0100000,0.250000,Spindle
+508.9490000,,Markoff: w
+509.0197030,,Markon: 1
+538.9003190,,Markoff: 1
+538.9374690,,Markon: 2
+552.9210000,0.132000,Spindle
+561.1610000,0.132000,Spindle
+568.8509790,,Markoff: 2
+568.9140000,,Markon: 1
+571.6460000,0.132000,Spindle
+573.1730000,0.132000,Spindle
+574.0680000,0.132000,Spindle
+598.8930000,,Markoff: 1
+599.0000000,,Markon: w
+621.8860000,,spindle
+627.5490000,,spindle
+628.9332130,,Markoff: w
+629.0197030,,Markon: 1
+658.9496600,,Markoff: 1
+659.0525960,,Markon: 1
+675.5490000,,spindle
+688.9332130,,Markoff: 1
+689.0190000,,Markon: w
+704.4340000,,Spindle
+710.0550000,,Spindle
+718.9490000,,Markoff: w
+719.0190000,,Markon: 1
+748.8830000,,Markoff: 1
+749.0190000,,Markon: 1
+763.3500000,0.079000,Spindle
+778.9330000,,Markoff: 1
+779.0360000,,Markon: 1
+780.0735331,0.079000,Spindle
+801.4700000,0.118000,K-Complex
+808.9330000,,Markoff: 1
+809.0190000,,Markon: 1
+829.6410000,0.118000,Spindle
+834.5510000,0.118000,Spindle
+838.9330000,,Markoff: 1
+839.0350000,,Markon: 2
+842.6430000,,k-complex
+854.8420000,0.421000,K-Complex
+857.0800000,0.421000,Spindle
+868.9000000,,Markoff: 2
+869.0360000,,Markon: 1
+898.9490000,,Markoff: 1
+899.0360000,,Markon: 1
+918.3960000,0.421000,Spindle
+928.9660000,,Markoff: 1
+929.0190000,,Markon: 1
+958.9160000,,Markoff: 1
+959.0360000,,Markon: 1
+988.9160000,,Markoff: 1
+989.0360000,,Markon: 1
+991.5730000,0.421000,Spindle
+991.5730000,6.490000,Spindle
+992.3230000,6.490000,Spindle
+1018.9160000,,Markoff: 1
+1019.0190000,,Markon: 2
+1035.2760000,6.490000,Spindle
+1048.4760000,0.364000,k-complex
