Onset,Duration,Annotation
+0.2635,,Marker:Markon:w
+30.0641902,,Marker:Markoff:w
+30.4653981,,Marker:Markon:w
+60.0641902,,Marker:Markoff:w
+60.4395138,,Marker:Markon:w
+90.0499538,,Marker:Markoff:w
+90.4641039,,Marker:Markon:w
+120.104311,,Marker:Markoff:w
+120.4796345,,Marker:Markon:w
+150.0499538,,Marker:Markoff:w
+150.4641039,,Marker:Markon:w
+180.0525422,,Marker:Markoff:w
+180.4666924,,Marker:Markon:w
+210.0887804,,Marker:Markoff:w
+210.4641039,,Marker:Markon:w
+240.0383058,,Marker:Markoff:w
+240.4653981,,Marker:Markon:w
+270.0641902,,Marker:Markoff:w
+270.4653981,,Marker:Markon:w
+300.0499538,,Marker:Markoff:w
+300.4511617,,Marker:Markon:w
+330.0965457,,Marker:Markoff:w
+330.4065,,Marker:Markon:w
+360.0355,,Marker:Markoff:w
+360.5345,,Marker:Markon:w
+390.0125,,Marker:Markoff:w
+390.5345,,Marker:Markon:w
+420.0355,,Marker:Markoff:w
+420.5345,,Marker:Markon:1
+450.0882195,,Marker:Markoff:1
+450.4506009,,Marker:Markon:1
+480.0623352,,Marker:Markoff:1
+480.4764853,,Marker:Markon:1
+510.0351566,,Marker:Markoff:1
+510.4493067,,Marker:Markon:1
+540.037745,,Marker:Markoff:1
+540.4777795,,Marker:Markon:1
+570.0105664,,Marker:Markoff:1
+570.5345,,Marker:Markon:1
+600.0351566,,Marker:Markoff:1
+600.4881333,,Marker:Markon:1
+630.0351566,,Marker:Markoff:1
+630.5010754,,Marker:Markon:1
+660.0856311,,Marker:Markoff:1
+660.4803679,,Marker:Markon:1
+690.0273912,,Marker:Markoff:1
+690.5345,,Marker:Markon:1
+720.0506871,,Marker:Markoff:1
+720.4907216,,Marker:Markon:1
+750.0545698,,Marker:Markoff:1
+750.5345,,Marker:Markon:1
+780.0248027,,Marker:Markoff:1
+780.5345,,Marker:Markon:1
+810.0493929,,Marker:Markoff:1
+810.5345,,Marker:Markon:1
+839.9989184,,Marker:Markoff:1
+840.5345,,Marker:Markon:1
+870.0222143,,Marker:Markoff:1
+870.5345,,Marker:Markon:1
+900.0532756,,Marker:Markoff:1
+900.5345,,Marker:Markon:1
+930.0416276,,Marker:Markoff:1
+930.4687199,,Marker:Markon:1
+960.07916,,Marker:Markoff:1
+960.5062523,,Marker:Markon:1
+990.0532756,,Marker:Markoff:1
+990.4933101,,Marker:Markon:1
+1020.0286854,,Marker:Markoff:1
+1020.4946043,,Marker:Markon:1
+1050.0273912,,Marker:Markoff:1
+1050.5345,,Marker:Markon:1
+1080.0235085,,Marker:Markoff:1
+1080.4506009,,Marker:Markon:1
+1110.0623351,,Marker:Markoff:1
+1110.463543,,Marker:Markon:1
+1140.0662178,,Marker:Markoff:1
+1140.5345,,Marker:Markon:1
+1170.1063386,,Marker:Markoff:1
+1170.4687199,,Marker:Markon:1
+1200.0286854,,Marker:Markoff:1
+1200.5345,,Marker:Markon:1
+1229.9898588,,Marker:Markoff:1
+1230.5345,,Marker:Markon:1
+1260.014449,,Marker:Markoff:1
+1260.5345,,Marker:Markon:1
+1290.0403334,,Marker:Markoff:1
+1290.5345,,Marker:Markon:1
+1320.0286854,,Marker:Markoff:1
+1320.5345,,Marker:Markon:1
+1350.0519814,,Marker:Markoff:1
+1350.5345,,Marker:Markon:1
+1380.0739831,,Marker:Markoff:1
+1380.475191,,Marker:Markon:1
+1410.0908079,,Marker:Markoff:1
+1410.4920159,,Marker:Markon:1
+1440.1192807,,Marker:Markoff:1
+1440.4428355,,Marker:Markon:1
+1470.1037501,,Marker:Markoff:1
+1470.4273049,,Marker:Markon:1
+1495.3273481,,spindle
+1500.0915,,Marker:Markoff:1
+1500.4795,,Marker:Markon:1
+1530.0915,,Marker:Markoff:1
+1530.4795,,Marker:Markon:1
+1560.0915,,Marker:Markoff:1
+1560.4795,,Marker:Markon:1
+1590.0915,,Marker:Markoff:1
+1590.4795,,Marker:Markon:1
+1594.3992635,,spindle
+1602.2849408,,spindle
+1612.6412825,,spindle
+1620.0992195,,Marker:Markoff:2
+1620.4635,,Marker:Markon:2
+1650.0985,,Marker:Markoff:2
+1650.4635,,Marker:Markon:2
+1655.6637156,,spindle
+1666.526097,,spindle
+1680.0985,,Marker:Markoff:2
+1680.4635,,Marker:Markon:2
+1684.6063386,,spindle
+1686.5347251,,k-complex
+1710.0985,,Marker:Markoff:2
+1710.4635,,Marker:Markon:2
+1711.8897726,,spindle
+1730.9251479,,spindle
+1740.0985,,Marker:Markoff:2
+1740.4635,,Marker:Markon:2
+1740.4855447,,spindle
+1748.1512048,,spindle
+1764.1749321,,spindle
+1770.0985,,Marker:Markoff:2
+1770.4635,,Marker:Markon:2
+1777.6632842,,spindle
+1787.8811444,,spindle
