Onset,Duration,Annotation
+0.0759950,,Markon: w
+29.9230050,,Markoff: w
+30.0189990,,Markon: w
+59.8850080,,Markoff: w
+60.0000000,,Markon: w
+89.9230050,,Markoff: w
+90.0750000,,Markon: 1
+119.9610000,,Markoff: 1
+120.0180000,,Markon: 1
+149.9420000,,Markoff: 1
+150.0370000,,Markon: 1
+179.9800000,,Markoff: 1
+180.0180000,,Markon: 1
+209.9230000,,Markoff: 1
+210.0000000,0.140000,Markon: 2
+212.4550000,,k-complex
+239.9590000,,Markoff: 2
+240.0000000,0.140000,Markon: 1
+269.9040000,,Markoff: 1
+270.0560000,,Markon: 1
+299.9230000,,Markoff: 1
+300.0750000,,Markon: 2
+300.9490000,0.171000,K-Complex
+324.4790000,0.171000,Spindle
+328.6000000,0.171000,Spindle
+329.9230000,,Markoff: 2
+330.0379970,,Markon: 2
+333.0630000,0.140000,k-complex
+342.4280000,0.171000,Spindle
+352.8010000,0.140000,spindle
+359.9800010,,Markoff: 2
+360.0550000,,Markon: 2
+368.8660000,0.140000,spindle
+378.0070000,0.140000,spindle
+389.9610000,,Markoff: 2
+390.0370000,,Markon: 1
+419.9040000,,Markoff: 1
+420.0180000,,Markon: w
+449.9610000,,Markoff: w
+450.0750000,,Markon: 1
+479.9610000,,Markoff: 1
+480.0379970,,Markon: 2
+483.6820000,,Spindle
+502.2040000,,Spindle
+509.9230050,,Markoff: 2
+510.0500000,,Markon: 1
+539.9540000,,Markoff: 1
+540.0310000,,Markon: 1
+569.9540000,,Markoff: 1
+570.0180000,,Markon: w
+599.9420000,,Markoff: w
+600.0500000,,Markon: 1
+629.9350000,,Markoff: 1
+630.0120000,,Markon: 1
+659.9540000,,Markoff: 1
+660.0750000,,Markon: 1
+689.8850000,,Markoff: 1
+690.0180000,,Markon: 1
+719.9420000,,Markoff: 1
+720.0560000,,Markon: 1
+750.0000000,,Markoff: 1
+750.0759950,,Markon: 2
+756.4270000,,Spindle
+779.9800010,,Markoff: 2
+780.2999950,,Markon: 1
+810.1280060,,Markoff: 1
+810.2610000,,Markon: 1
+840.2140000,,Markoff: 1
+840.2610000,,Markon: 1
+870.1090000,,Markoff: 1
+870.2270000,,Markon: w
+900.1280000,,Markoff: w
+900.2240000,,Markon: 1
+925.4750000,,Spindle
+930.1660000,,Markoff: 1
+930.2660000,,Markon: w
+944.4040000,,Spindle
+945.6150000,0.829000,K-Complex
+960.1660000,,Markoff: w
+960.2420000,,Markon: 1
+970.9950000,0.829000,Spindle
+990.1850000,,Markoff: 1
+990.2050000,,Markon: 1
+1009.2220000,0.829000,Spindle
+1018.9880000,0.829000,Spindle
+1020.1610000,,Markoff: 1
+1020.2420000,,Markon: w
+1020.8320000,0.829000,Spindle
+1029.7310000,0.329000,K-Complex
+1050.1660000,,Markoff: w
+1050.2800000,,Markon: 1
+1080.1280000,,Markoff: 1
+1080.2420000,,Markon: 1
+1110.1090000,,Markoff: 1
+1110.2050000,,Markon: 2
+1114.6370000,,Spindle
+1116.6900000,,Spindle
+1117.7430000,,Spindle
+1140.1280000,,Markoff: 2
+1140.2050000,,Markon: 1
+1170.1660000,,Markoff: 1
+1170.2050000,,Markon: 1
+1196.5490000,,spindle
+1200.1940000,,Markoff: 1
+1200.2619970,,Markon: 1
+1230.1090080,,Markoff: 1
+1230.2619970,,Markon: w
+1260.1850030,,Markoff: w
+1260.2420000,,Markon: 1
+1290.0710000,,Markoff: 1
+1290.2420000,,Markon: 1
+1320.0900000,,Markoff: 1
+1320.2429990,,Markon: 2
+1329.8770000,,Spindle
+1350.1090080,,Markoff: 2
+1350.2600000,,Markon: 2
+1362.5370000,,Spindle
+1366.5370000,,Spindle
+1374.6190000,,Spindle
+1378.2920000,,Spindle
+1380.1840000,,Markoff: 2
+1380.2410000,,Markon: 2
+1384.0430000,,spindle
+1389.8640000,,Spindle
+1397.7900000,,Spindle
