Onset,Duration,Annotation
+0.0163660,,Markon: wake
+29.9171700,,Markoff: wake
+30.0818300,,Markon: wake
+59.9335360,,Markoff: wake
+60.0163660,,Markon: wake
+89.9826340,,Markoff: wake
+90.0163660,,Markon: wake
+119.9499020,,Markoff: wake
+120.0327320,,Markon: wake
+149.9499020,,Markoff: wake
+150.0327320,,Markon: 1
+179.9171700,,Markoff: 1
+180.0327320,,Markon: 1
+209.9662680,,Markoff: 1
+210.0000000,,Markon: wake
+239.9499020,,Markoff: wake
+240.0000000,,Markon: wake
+270.0050000,,Markon: 1
+299.9490000,,Markoff: 1
+300.0650000,,Markon: 2
+303.5270000,,spindle
+329.9160000,,Markoff: 2
+330.0000000,,Markon: 2
+359.9662680,,Markoff: 2
+360.0000000,,Markon: 2
+362.2040000,1.555000,Spindle
+380.6440000,0.169000,K-Complex
+381.3460000,0.741000,Spindle
+385.3650000,0.585000,K-Complex
+389.2490000,1.469000,Spindle
+389.9826340,,Markoff: 2
+390.0490000,,Markon: 2
+401.7820000,1.066000,Spindle
+406.4610000,0.234000,K-Complex
+410.8680000,0.988000,Spindle
+413.2070000,0.130000,K-Complex
+419.6975655,1.235000,Spindle
+419.9490000,,Markoff: 2
+420.0320000,,Markon: 2
+423.4760000,0.624000,Spindle
+424.2390000,,k-complex
+435.4989782,0.754000,Spindle
+435.7230000,0.754000,k-complex
+442.9090000,0.598000,Spindle
+449.0900000,0.975000,Spindle
+449.9000000,,Markoff: 2
+450.0163660,,Markon: 2
+452.1940000,0.767000,Spindle
+453.7620000,,k-complex
+474.9180000,1.105000,Spindle
+479.7010000,0.884000,Spindle
+479.9499020,,Markoff: 2
+480.0000000,,Markon: 2
+486.7469549,1.183000,Spindle
+493.4280000,1.248000,Spindle
+497.9040000,0.871000,Spindle
+500.6340000,1.196000,Spindle
+505.2040000,0.585000,Spindle
+507.6320000,1.014000,Spindle
+509.2250000,0.961000,Spindle
+509.9499020,,Markoff: 2
+510.0000000,,Markon: 2
+521.9390000,0.829000,Spindle
+528.7760000,0.869000,Spindle
+539.3340000,0.777000,Spindle
+539.9662680,,Markoff: 2
+540.0475827,,Markon: 3
+544.5400000,1.014000,Spindle
+545.6360000,0.066000,K-Complex
+549.5690000,1.224000,Spindle
+558.0120000,1.685000,Spindle
+562.2770000,0.632000,Spindle
+564.9750000,1.185000,Spindle
+569.0010000,0.882000,Spindle
+569.9004810,,Markoff: 3
+570.0163660,,Markon: 2
+579.4010000,0.961000,Spindle
+580.7330000,1.093000,Spindle
+595.7520000,1.119000,Spindle
+599.9826340,,Markoff: 2
+600.0000000,,Markon: 2
+600.5310000,1.356000,Spindle
+605.6772336,1.487000,Spindle
+611.9450000,1.540000,Spindle
+617.0530000,0.184000,K-Complex
+617.3680000,1.040000,Spindle
+618.0690000,1.487000,k-complex
+620.9750000,1.027000,Spindle
+624.4344010,0.671000,Spindle
+625.1470000,0.237000,K-Complex
+629.3970000,0.961000,Spindle
+629.9662680,,Markoff: 2
+630.0163660,,Markon: 2
+633.8330000,1.014000,Spindle
+639.2170000,0.829000,Spindle
+646.4830000,0.645000,Spindle
+653.2600000,1.316000,Spindle
+659.9499020,,Markoff: 2
+660.0327320,,Markon: 2
+661.3130000,0.790000,Spindle
+667.3070000,0.790000,Spindle
+676.8980000,1.014000,Spindle
+680.1360000,1.185000,Spindle
+685.2570000,1.172000,Spindle
+689.9662680,,Markoff: 2
+690.0670000,,Markon: 2
+690.9960000,1.211000,Spindle
+695.2480000,1.185000,Spindle
+699.1600000,1.053000,Spindle
+709.4280000,1.264000,Spindle
+714.1270000,1.251000,Spindle
+719.9820000,,Markoff: 2
+720.0492590,,Markon: 3
+725.5430000,0.816000,Spindle
+729.3781682,0.632000,Spindle
+732.6500000,0.763000,Spindle
+747.0858400,,Marker: Marker
+749.9333210,,Markoff: 3
+750.0000000,,Markon: wake
+779.9499020,,Markoff: wake
+780.0327320,,Markon: wake
+809.9662680,,Markoff: wake
+810.0163660,,Markon: wake
+839.9826340,,Markoff: wake
+840.0180280,,Markon: 1
+869.9497410,,Markoff: 1
+870.0327320,,Markon: 1
+899.9662680,,Markoff: 1
+900.0000000,,Markon: 2
+908.3060000,0.118000,K-Complex
+923.0100000,0.724000,Spindle
+929.9662680,,Markoff: 2
+930.0163660,,Markon: 2
+942.7020000,0.118000,K-Complex
+949.9560000,1.145000,Spindle
+954.2670000,1.264000,Spindle
+959.9662680,,Markoff: 2
+960.0490980,,Markon: 2
+961.1570000,1.132000,Spindle
+978.9770000,0.474000,K-Complex
+989.9335360,,Markoff: 2
+990.0000000,,Markon: 2
+993.1510000,0.434000,K-Complex
+1008.9610000,0.645000,Spindle
+1018.0110000,0.842000,k-complex
+1019.9662680,,Markoff: 2
+1020.0164200,,Markon: 3
+1025.9310000,1.040000,Spindle
+1028.9520000,0.092000,K-Complex
+1035.5080000,0.961000,Spindle
+1043.1820000,0.869000,Spindle
+1048.4400000,1.303000,Spindle
+1049.9333210,,Markoff: 3
+1050.0000000,,Markon: 2
+1055.9430000,1.435000,Spindle
+1059.0860000,0.105000,K-Complex
+1061.9280000,1.448000,Spindle
+1079.9499020,,Markoff: 2
+1080.0985190,,Markon: 3
+1083.8490000,0.935000,Spindle
+1092.6280000,0.685000,k-complex
+1105.9710000,1.382000,Spindle
+1109.9333210,,Markoff: 3
+1110.0492590,,Markon: 3
+1114.5550000,1.672000,Spindle
+1117.8330000,1.237000,Spindle
+1121.3220000,1.803000,Spindle
+1126.8110000,0.658000,Spindle
+1129.5490000,0.592000,Spindle
+1130.0620000,0.645000,K-Complex
+1139.9004810,,Markoff: 3
+1139.9776217,,Markon: 3
+1143.3630000,9.070000,Spindle
+1151.7700000,1.251000,Spindle
+1169.9497410,,Markoff: 3
+1170.0000000,,Markon: 3
+1174.4010000,0.645000,Spindle
+1182.2764370,1.053000,Spindle
+1185.3510000,0.908000,Spindle
+1199.9497410,,Markoff: 3
+1200.0327320,,Markon: 3
+1201.1920000,0.395000,K-Complex
+1204.2720000,0.132000,K-Complex
+1205.2470000,0.197000,K-Complex
+1206.9180000,0.184000,K-Complex
+1210.8440000,1.211000,Spindle
+1212.1600000,1.461000,K-Complex
+1214.9770000,1.527000,Spindle
+1217.0310000,1.079000,Spindle
+1220.6100000,0.197000,K-Complex
+1225.9280000,1.040000,Spindle
+1229.9499020,,Markoff: 3
+1230.0328400,,Markon: 3
+1231.0490000,0.987000,Spindle
+1239.1760000,0.211000,K-Complex
+1242.4670000,0.592000,Spindle
+1245.0440000,0.882000,Spindle
+1245.8470000,0.211000,K-Complex
+1249.2570000,1.369000,Spindle
+1255.1670000,1.040000,Spindle
+1259.9825800,,Markoff: 3
+1260.0328400,,Markon: 3
+1262.3250000,0.711000,Spindle
+1265.0240000,3.646000,Spindle
+1268.9200000,4.857000,Spindle
+1272.6720000,4.884000,Spindle
+1276.0290000,4.462000,Spindle
+1282.7820000,0.763000,Spindle
+1289.9497410,,Markoff: 3
+1290.0163660,,Markon: 3
+1290.8400000,0.869000,Spindle
+1301.9060000,1.409000,Spindle
+1303.7090000,1.119000,Spindle
+1309.1190000,6.398000,Spindle
+1319.9335360,,Markoff: 3
+1320.0000000,,Markon: 3
+1320.4890000,1.106000,k-complex
+1321.1190000,1.251000,Spindle
+1324.4240000,0.197000,K-Complex
+1341.0020000,0.698000,Spindle
+1348.7920000,2.949000,Spindle
+1349.9662680,,Markoff: 3
+1350.0492590,,Markon: 3
+1357.8710000,0.869000,Spindle
+1379.9333210,,Markoff: 3
+1380.0000000,,Markon: 3
+1389.1470000,0.974000,Spindle
+1394.5240000,0.505000,K-Complex
+1397.2510000,0.842000,Spindle
+1400.2510000,0.842000,Spindle
+1409.9826340,,Markoff: 3
+1410.0163660,,Markon: 3
+1439.9171700,,Markoff: 3
+1440.0163660,,Markon: 3
+1441.0800000,0.974000,Spindle
+1447.6870000,4.673000,Spindle
+1456.0940000,1.487000,Spindle
+1462.0940000,1.672000,Spindle
+1469.9499020,,Markoff: 3
+1470.0163660,,Markon: 3
+1473.2260000,1.158000,Spindle
+1476.2260000,1.158000,Spindle
+1481.2120000,1.251000,Spindle
+1490.4490000,0.790000,Spindle
+1499.9335360,,Markoff: 3
+1500.0000000,,Markon: 3
+1514.1330000,0.790000,Spindle
+1516.0260000,0.724000,Spindle
+1520.5429134,3.778000,Spindle
+1525.4640000,10.373000,Spindle
+1529.9499020,,Markoff: 3
+1530.0000000,,Markon: 3
+1533.2780000,0.882000,Spindle
+1542.1330000,0.948000,Spindle
+1559.9499020,,Markoff: 3
+1560.0163660,,Markon: 3
+1562.5950000,0.921000,Spindle
+1567.7130000,1.514000,Spindle
+1575.6990000,0.948000,Spindle
+1589.9499020,,Markoff: 3
+1590.0490980,,Markon: 3
+1601.8040000,0.790000,Spindle
+1605.2010000,0.948000,Spindle
+1609.5710000,1.000000,Spindle
+1619.9335360,,Markoff: 3
+1620.0000000,,Markon: 3
+1622.5320000,2.054000,Spindle
+1625.4460000,0.829000,Spindle
+1646.0250000,0.948000,Spindle
+1649.9335360,,Markoff: 3
+1650.0327320,,Markon: 3
+1651.8330000,0.908000,Spindle
+1670.4080000,0.816000,Spindle
+1679.9008040,,Markoff: 3
+1680.0163660,,Markon: 3
+1683.6770000,14.072000,Spindle
+1702.1220000,0.711000,Spindle
+1708.1180000,0.711000,Spindle
+1709.9662680,,Markoff: 3
+1710.0163660,,Markon: 3
+1711.0140000,0.711000,Spindle
+1727.8100000,0.711000,Spindle
+1732.5460000,0.711000,Spindle
+1736.0740000,0.711000,Spindle
+1739.6550000,0.711000,Spindle
+1739.9335360,,Markoff: 3
+1740.0163660,,Markon: 3
+1743.6770000,0.711000,Spindle
+1745.2180000,0.711000,Spindle
+1746.9950000,0.711000,Spindle
+1751.9010000,0.711000,Spindle
+1755.6520000,0.711000,Spindle
+1761.3230000,0.711000,Spindle
+1764.7460000,0.711000,Spindle
+1767.7210000,0.711000,Spindle
+1769.9499020,,Markoff: 3
+1770.0000000,,Markon: 3
+1776.5960000,0.711000,Spindle
+1783.0070000,0.711000,Spindle
+1791.4680000,0.711000,Spindle
+1799.9499020,,Markoff: 3
+1800.0163660,,Markon: 3
+1802.6240000,0.711000,Spindle
+1812.5710000,0.711000,Spindle
+1826.5720000,0.711000,Spindle
+1829.9171700,,Markoff: 3
+1830.0163660,,Markon: 3
+1831.1530000,0.711000,Spindle
+1846.4800000,0.711000,Spindle
+1859.9171700,,Markoff: 3
+1860.0000000,,Markon: 3
+1872.3760000,0.711000,Spindle
+1889.8844380,,Markoff: 3
+1890.0163660,,Markon: 3
+1902.9550000,0.711000,Spindle
+1906.3360000,0.711000,Spindle
+1919.9499020,,Markoff: 3
+1920.0000000,,Markon: 3
+1940.8230000,0.711000,Spindle
+1946.8070000,0.711000,Spindle
+1949.9008040,,Markoff: 3
+1950.0163660,,Markon: 3
+1960.9520000,0.711000,Spindle
+1968.6500000,0.711000,Spindle
+1975.4660000,0.711000,Spindle
+1979.9171700,,Markoff: 3
+1980.0327320,,Markon: 3
+1986.5460000,0.711000,Spindle
