Onset,Duration,Annotation
+0.0379970,,Markon: w
+29.9610030,,Markoff: w
+30.0949940,,Markon: w
+59.9420040,,Markoff: w
+60.0759950,,Markon: w
+89.8850080,,Markoff: w
+90.0569960,,Markon: w
+119.9420040,,Markoff: w
+120.0189990,,Markon: w
+149.9610030,,Markoff: w
+150.0000000,,Markon: 1
+179.9610000,,Markoff: 1
+180.0370000,,Markon: 1
+209.9610000,,Markoff: 1
+210.0180000,,Markon: 1
+239.9610000,,Markoff: 1
+240.0370000,,Markon: 1
+269.9420000,,Markoff: 1
+270.0560000,,Markon: 2
+280.8220000,,k-complex
+299.9800000,,Markoff: 2
+300.0560000,,Markon: 1
+329.9420000,,Markoff: 1
+330.1850000,,Markon: 1
+360.1460000,,Markoff: 1
+360.1860000,,Markon: 1
+390.0900000,,Markoff: 1
+390.1120000,,Markon: 2
+397.2780000,,Spindle
+406.3630000,,k-complex
+420.1470000,,Markoff: 2
+420.1670040,,Markon: 3
+440.9330000,,k-complex
+450.0900090,,Markoff: 3
+450.1860000,,Markon: 2
+461.1710000,,Spindle
+465.9140000,,spindle
+480.1470000,,Markoff: 2
+480.1860000,,Markon: 2
+483.6560000,,spindle
+506.7560000,0.092000,Spindle
+510.1470000,,Markoff: 2
+510.2050000,,Markon: 2
+515.5850000,0.092000,Spindle
+528.4270000,0.092000,Spindle
+538.1068868,0.092000,Spindle
+540.0900000,,Markoff: 2
+540.1860030,,Markon: 2
+549.4140000,0.092000,Spindle
+570.1470050,,Markoff: 2
+570.1800000,,Markon: 2
+600.1860000,,Markoff: 2
+600.2429990,,Markon: 2
+608.4460000,,spindle
+628.2960000,0.105000,Spindle
+630.1090080,,Markoff: 2
+630.1860000,,Markon: 2
+660.1090000,,Markoff: 2
+660.2050000,,Markon: 2
+678.2590000,,spindle
+683.9270000,0.105000,Spindle
+690.0900000,,Markoff: 2
+690.1860000,,Markon: 2
+695.2420000,,spindle
+699.5850000,0.105000,Spindle
+699.9040000,,spindle
+700.4920000,,k-complex
+701.0250000,,spindle
+707.7540000,,spindle
+714.5850000,0.105000,Spindle
+715.6610000,,spindle
+720.1470000,,Markoff: 2
+720.2240000,,Markon: 3
+726.3150000,,k-complex
+726.5950000,,spindle
+734.2990000,,spindle
+750.0900090,,Markoff: 3
+750.1860000,,Markon: w
+780.1090000,,Markoff: w
+780.1677240,,Markon: w
+810.1602120,,Markoff: w
+810.1970000,,Markon: 1
+840.1430000,,Markoff: 1
+840.2050000,,Markon: 1
+870.1090000,,Markoff: 1
+870.1860000,,Markon: w
+897.2310000,,spindle
+900.0900000,,Markoff: w
+900.1860000,,Markon: 2
+930.0900000,,Markoff: 2
+930.2420000,,Markon: 2
+947.7820000,,k-complex
+952.5740000,0.105000,Spindle
+960.1280000,,Markoff: 2
+960.1670000,,Markon: 2
+979.5070000,0.105000,Spindle
+983.4290000,0.105000,Spindle
+990.1280000,,Markoff: 2
+990.1860030,,Markon: 3
+999.8440000,0.105000,Spindle
+1002.1220000,0.105000,Spindle
+1020.1280060,,Markoff: 3
+1020.1860000,,Markon: 2
+1039.3750000,0.105000,Spindle
+1050.1090000,,Markoff: 2
+1050.2420000,,Markon: 2
+1050.7740000,,spindle
+1055.1200000,,spindle
+1055.6700000,,k-complex
+1062.1290000,,spindle
+1077.2730000,0.105000,Spindle
+1080.1280000,,Markoff: 2
+1080.1670000,,Markon: 2
+1081.4360000,,spindle
+1088.9050000,,spindle
+1093.4250000,0.105000,Spindle
+1103.1090000,,spindle
+1110.1470000,,Markoff: 2
+1110.2050000,,Markon: 2
+1117.5200000,,spindle
+1121.1090000,,spindle
+1134.5110000,,k-complex
+1140.1470000,,Markoff: 2
+1140.1860030,,Markon: 2
+1170.1470050,,Markoff: 2
+1170.2050010,,Markon: 3
+1176.8300000,,spindle
+1183.9910000,0.105000,Spindle
+1187.1370000,,spindle
+1200.1280060,,Markoff: 3
+1200.1670000,,Markon: 2
+1211.3330000,,k-complex
+1230.0710000,,Markoff: 2
+1230.2050000,,Markon: 2
+1242.9590000,,spindle
+1256.9330000,,k-complex
+1260.1470000,,Markoff: 2
+1260.1800000,,Markon: 2
+1269.6220000,0.105000,Spindle
+1274.3460000,0.105000,Spindle
+1280.3330000,0.105000,Spindle
+1284.2020000,0.105000,Spindle
+1289.1360000,0.105000,k-complex
+1290.1600000,,Markoff: 2
+1290.1973620,,Markon: 3
+1304.1930000,0.105000,spindle
+1309.1670000,,spindle
+1320.1602120,,Markoff: 3
+1320.1809150,,Markon: 3
+1331.1900000,0.105000,Spindle
+1332.6640000,0.105000,Spindle
+1334.2880000,,spindle
+1337.8770000,,spindle
+1350.1766590,,Markoff: 3
+1350.1940640,,Markon: 3
+1365.7180000,,spindle
+1380.1282770,,Markoff: 3
+1380.1940000,,Markon: 2
+1383.0450000,,k-complex
+1383.3280000,0.105000,Spindle
+1394.4450000,0.105000,spindle
+1405.9960000,0.105000,spindle
+1410.1110000,,Markoff: 2
+1410.1670040,,Markon: 3
+1416.3280000,0.105000,Spindle
+1431.3280000,0.105000,Spindle
+1440.0900090,,Markoff: 3
+1440.1670040,,Markon: 1
+1470.0140140,,Markoff: 1
+1470.2619970,,Markon: 1
+1500.0900090,,Markoff: 1
+1500.2240000,,Markon: 2
+1502.3540000,0.105000,Spindle
+1530.1090080,,Markoff: 2
+1530.2240000,,Markon: 3
+1538.3540000,0.105000,Spindle
+1556.2210000,0.105000,k-complex
+1556.2210000,0.105000,-kcomplex
+1560.1280060,,Markoff: 3
+1560.1670040,,Markon: 3
+1590.0710100,,Markoff: 3
+1590.2240000,,Markon: 2
+1602.5100000,0.105000,spindle
+1620.0900090,,Markoff: 2
+1620.1610000,,Markon: 2
+1624.5190000,0.105000,spindle
+1639.2700000,0.092000,Spindle
+1650.1240000,,Markoff: 2
+1650.1770000,,Markon: 2
+1661.6120000,0.105000,spindle
+1677.5190000,,spindle
+1680.1310000,,Markoff: 2
+1680.1860000,,Markon: 3
+1697.3080000,0.092000,Spindle
+1699.8370000,,spindle
+1710.1090080,,Markoff: 3
+1710.2050010,,Markon: 2
+1716.3430000,0.184000,K-Complex
+1720.8050000,0.092000,Spindle
+1724.6750000,0.474000,K-Complex
+1735.3510000,0.092000,Spindle
+1740.1470050,,Markoff: 2
+1740.2260000,,Markon: 2
+1748.0540000,0.184000,Spindle
+1750.7920000,0.184000,Spindle
+1758.5940000,0.105000,spindle
+1768.8650000,,spindle
+1770.1470000,,Markoff: 2
+1770.1860000,,Markon: 3
+1774.9480000,0.184000,Spindle
+1788.7830000,0.184000,Spindle
+1800.0900000,,Markoff: 3
+1800.1770000,,Markon: 2
+1803.9860000,0.105000,spindle
+1811.8850000,0.184000,Spindle
+1815.4390000,0.184000,Spindle
+1820.3160000,,Markon: 3
+1824.6620000,,Markon: 3
+1830.1240000,,Markoff: 2
+1830.1860030,,Markon: 3
+1837.1590000,0.184000,Spindle
+1845.7290000,0.184000,Spindle
+1853.9890000,0.393000,k-complex
+1856.7370000,0.393000,k-complex
+1860.1470050,,Markoff: 3
+1860.1808730,,Markon: 3
+1877.0190000,0.184000,Spindle
+1886.2480000,0.105000,k-complex
+1888.1404680,,Markoff: 3
+1888.2050010,,Markon: 3
+1899.9860000,0.105000,spindle
+1901.3320000,0.105000,spindle
+1902.3130000,0.105000,spindle
+1905.9520000,0.184000,Spindle
+1910.3360000,0.184000,Spindle
+1916.7600000,0.184000,Spindle
+1918.0900090,,Markoff: 3
+1918.2240000,,Markon: 3
+1928.2880000,0.393000,spindle
+1930.6150000,0.393000,spindle
+1932.9710000,0.393000,spindle
+1948.0900090,,Markoff: 3
+1948.2230000,,Markon: 1
+1978.1470000,,Markoff: 1
+1978.1670000,,Markon: 1
+2008.0520000,,Markoff: 1
+2008.2050000,,Markon: 1
+2038.0710000,,Markoff: 1
+2038.1860000,,Markon: 
+2068.1280000,,Markoff: 1
+2068.2050010,,Markon: 1
+2098.0520110,,Markoff: 1
+2098.1770000,,Markon: 1
+2128.1400000,,Markoff: 1
+2128.2240000,,Markon: 1
+2151.5490000,,Spindle
+2158.0900000,,Markoff: 1
+2158.2050010,,Markon: 1
+2188.1090080,,Markoff: 1
+2188.1610000,,Markon: 1
+2217.5220000,,Spindle
+2218.1400000,,Markoff: 1
+2218.1940000,,Markon: 2
+2248.1470000,,Markoff: 2
+2248.1776170,,Markon: w
+2278.1404680,,Markoff: w
+2278.1670040,,Markon: 1
+2308.1470050,,Markoff: 1
+2308.2050010,,Markon: 1
+2338.0900090,,Markoff: 1
+2338.2240000,,Markon: 1
+2368.1280060,,Markoff: 1
+2368.2050010,,Markon: 1
+2398.0330130,,Markoff: 1
+2398.0953830,,Markon: w
+2428.1240210,,Markoff: w
+2428.1610000,,Markon: 1
+2458.1560000,,Markoff: 1
+2458.1611710,,Markon: w
+2488.2062550,,Markoff: w
+2488.2619970,,Markon: 1
+2518.1280060,,Markoff: 1
+2518.2240000,,Markon: 1
+2548.1470050,,Markoff: 1
+2548.1940640,,Markon: w
+2578.0911270,,Markoff: w
+2578.1770000,,Markon: 1
+2608.1730000,,Markoff: 1
+2608.2260000,,Markon: 1
+2638.1560000,,Markoff: 1
+2638.2240000,,Markon: 2
+2656.8100000,0.513000,K-Complex
+2668.0710100,,Markoff: 2
+2668.2230000,,Markon: 1
+2698.1280000,,Markoff: 1
+2698.1670000,,Markon: 1
+2700.8030000,0.513000,Spindle
+2713.7430000,0.513000,Spindle
+2728.1470000,,Markoff: 1
+2728.1860000,,Markon: 2
+2741.1230000,0.513000,Spindle
+2745.3620000,0.513000,Spindle
+2758.0710000,,Markoff: 2
+2758.1670000,,Markon: 2
+2769.5950000,,spindle
+2772.8470000,0.513000,Spindle
+2777.8500000,0.513000,Spindle
+2788.1280000,,Markoff: 2
+2788.2240000,,Markon: 2
+2791.7900000,0.513000,Spindle
+2793.3830000,,k-complex
+2818.0900000,,Markoff: 2
+2818.2240000,,Markon: 2
+2820.8600000,,spindle
+2838.9160000,0.513000,Spindle
+2848.1470050,,Markoff: 3
+2848.1808730,,Markon: w
+2878.0253400,,Markoff: w
+2878.1860030,,Markon: 1
+2908.1280060,,Markoff: 1
+2908.1860030,,Markon: 2
+2923.8130000,,k-complex
+2938.1280060,,Markoff: 2
+2938.2099750,,Markon: 2
+2943.5410000,0.158000,K-Complex
+2947.6320000,0.224000,Spindle
+2956.3890000,0.211000,K-Complex
+2962.1780000,0.224000,K-Complex
+2968.0900090,,Markoff: 2
+2968.1860030,,Markon: 3
+2975.7000000,0.224000,Spindle
+2998.1470050,,Markoff: 3
+2998.2050000,,Markon: 2
+3000.2630000,0.224000,Spindle
+3001.7010000,,k-complex
+3012.7630000,,spindle
+3014.9900000,,k-complex
+3028.0900000,,Markoff: 2
+3028.1440000,,Markon: 2
+3032.1720000,0.224000,Spindle
+3037.3080000,,spindle
+3045.8880000,0.224000,Spindle
+3048.6390000,0.224000,Spindle
+3058.1240000,,Markoff: 2
+3058.1940640,,Markon: w
+3088.1898080,,Markoff: w
+3088.2434050,,Markon: w
+3118.1733610,,Markoff: w
+3118.2269580,,Markon: w
+3148.1043180,,Markoff: w
+3148.1611710,,Markon: w
+3178.1733610,,Markoff: w
+3178.2118410,,Markon: w
+3208.1253510,,Markoff: w
+3208.1860000,,Markon: 1
+3238.1090000,,Markoff: 1
+3238.1670000,,Markon: 1
+3268.1090000,,Markoff: 1
+3277.2040000,,Markon: 1
+3283.3450000,0.224000,Spindle
+3298.1470000,,Markoff: 1
+3298.2050000,,Markon: 1
+3318.2550000,0.224000,Spindle
+3328.1280000,,Markoff: 1
+3328.2240000,,Markon: 2
+3348.2550000,0.224000,Spindle
+3353.9310000,,k-complex
+3358.1090000,,Markoff: 2
+3358.1953940,,Markon: 2
+3360.8160000,0.224000,Spindle
+3388.2090000,,Markoff: 2
+3388.2099750,,Markoff: 2
+3388.2240000,,Markon: 3
+3391.5570000,0.382000,spindle
+3397.2660000,,Spindle
+3418.0900090,,Markoff: 3
+3418.1860000,,Markon: 2
+3421.0000000,,Spindle
+3431.0890000,0.382000,spindle
+3434.3480000,,Spindle
+3437.0340000,,Spindle
+3440.8110000,,Spindle
+3448.0710000,,Markoff: 2
+3448.2280000,,Markon: 2
+3453.2390000,,spindle
+3457.3330000,,spindle
+3462.5320000,,Spindle
+3464.2570000,0.382000,k-complex
+3474.0230000,,Spindle
+3477.1550000,,k-complex
+3478.1410000,,Markoff: 2
+3478.2240000,,Markon: 2
+3483.2640000,,Spindle
+3483.3170000,0.434000,K-Complex
+3497.4820000,,spindle
+3506.0900000,0.434000,Spindle
+3508.0520110,,Markoff: 2
+3508.1290000,,Markon: 2
+3509.3020000,0.434000,Spindle
+3509.6220000,0.421000,k-complex
