Onset,Duration,Annotation
+1019.9330000,,Marker: Markoff: 1
+1020.0320000,,Marker: Markon: 1
+1049.9000000,,Marker: Markoff: 1
+1050.0320000,,Marker: Markon: 1
+1079.9660000,,Marker: Markoff: 1
+1080.0490000,,Marker: Markon: 1
+1106.3090000,,spindle
+1110.1000000,,Marker: Markon: 2
+1116.7390000,,spindle
+1127.7010000,,spindle
+1134.9910000,,spindle
+1139.9820000,,Marker: Markoff: 2
+1140.0160000,,Marker: Markon: 1
+1141.8040000,,spindle
+1161.5140000,,spindle
+1166.3090000,,spindle
+1169.5050000,,spindle
+1169.9330000,,Marker: Markoff: 1
+1170.0490000,,Marker: Markon: 2
+1175.5330000,,spindle
+1176.9070000,,spindle
+1188.5140000,,spindle
+1199.9160000,,Marker: Markoff: 2
+1200.0490000,,Marker: Markon: 1
+1229.9330000,,Marker: Markoff: 1
+1230.0820000,,Marker: Markon: 2
+1235.7290000,,spindle
+1239.8510000,,k-complex
+1240.8600000,,spindle
+1259.9820000,,Marker: Markoff: 2
+1260.0320000,,Marker: Markon: 2
+1260.7100000,,spindle
+1265.3930000,,spindle
+1273.1030000,,spindle
+1289.8840000,,Marker: Markoff: 2
+1290.0490000,,Marker: Markon: 2
+1297.0190000,,spindle
+1302.6820000,,spindle
+1319.9660000,,Marker: Markoff: 2
+1320.0320000,,Marker: Markon: 2
+1322.2530000,,spindle
+1342.9440000,,spindle
+1346.3090000,,spindle
+1349.9490000,,Marker: Markoff: 2
+1350.0320000,,Marker: Markon: 2
+1353.5140000,,spindle
+1355.5330000,,spindle
+1357.6640000,,spindle
+1359.9352710,,spindle
+1364.6450000,,spindle
+1369.3830000,,k-complex
+1373.3370000,0.421000,spindle
+1379.9160000,,Marker: Markoff: 2
+1380.0000000,,Marker: Markon: 2
+1381.4670000,,spindle
+1390.1310000,,spindle
+1409.9490000,,Marker: Markoff: 2
+1410.0490000,,Marker: Markon: 2
+1423.1870000,,spindle
+1426.5240000,,spindle
+1439.9330000,,Marker: Markoff: 2
+1440.0492590,,Marker: Markon: w
+1469.9497410,,Marker: Markoff: w
+1470.0656790,,Marker: Markon: w
+1499.9169010,,Marker: Markoff: w
+1500.0328400,,Marker: Markon: w
+1529.9333210,,Marker: Markoff: w
+1530.0656790,,Marker: Markon: 1
+1559.9497410,,Marker: Markoff: 1
+1560.0492590,,Marker: Markon: 1
+1589.9169010,,Marker: Markoff: 1
+1590.0820990,,Marker: Markon: 1
+1619.9661600,,Marker: Markoff: 1
+1620.0985190,,Marker: Markon: w
+1649.9333210,,Marker: Markoff: w
+1650.0000000,,Marker: Markon: 1
+1679.9660000,,Marker: Markoff: 1
+1680.0320000,,Marker: Markon: 1
+1709.9660000,,Marker: Markoff: 1
+1710.0492590,,Marker: Markon: 1
+1739.9169010,,Marker: Markoff: 1
+1740.0656790,,Marker: Markon: w
+1769.9333210,,Marker: Markoff: w
+1770.0656790,,Marker: Markon: w
+1799.9825800,,Marker: Markoff: w
+1800.0492590,,Marker: Markon: w
+1829.9661600,,Marker: Markoff: w
+1830.0820990,,Marker: Markon: w
+1859.9661600,,Marker: Markoff: w
+1860.0492590,,Marker: Markon: w
+1889.9661600,,Marker: Markoff: w
+1890.0328400,,Marker: Markon: w
+1919.9333210,,Marker: Markoff: w
+1920.0000000,,Marker: Markon: w
+1949.9661600,,Marker: Markoff: w
+1950.0820990,,Marker: Markon: w
+1979.9497410,,Marker: Markoff: w
+1980.0164200,,Marker: Markon: w
+2009.9661600,,Marker: Markoff: w
+2010.0492590,,Marker: Markon: w
+2039.9333210,,Marker: Markoff: w
+2040.0000000,,Marker: Markon: w
+2069.9661610,,Marker: Markoff: w
+2070.0375090,,Marker: Markon: w
+2072.5661600,,Marker: Markoff: w
