Onset,Duration,Annotation
+0.825,,Marker:Markon:w
+30.654,,Marker:Markoff:w
+31.0809241,,Marker:Markon:w
+60.654,,Marker:Markoff:w
+61.08,,Marker:Markon:w
+90.654,,Marker:Markoff:w
+91.08,,Marker:Markon:w
+120.654,,Marker:Markoff:w
+121.08,,Marker:Markon:w
+150.6578826,,Marker:Markoff:w
+150.9943796,,Marker:Markon:w
+180.654,,Marker:Markoff:w
+181.08,,Marker:Markon:w
+210.654,,Marker:Markoff:w
+211.08,,Marker:Markon:w
+240.654,,Marker:Markoff:w
+241.057,,Marker:Markon:w
+270.654,,Marker:Markoff:w
+271.08,,Marker:Markon:w
+300.654,,Marker:Markoff:w
+301.057,,Marker:Markon:1
+330.654,,Marker:Markoff:1
+331.08,,Marker:Markon:1
+360.654,,Marker:Markoff:1
+361.057,,Marker:Markon:1
+390.654,,Marker:Markoff:1
+391.08,,Marker:Markon:1
+420.654,,Marker:Markoff:1
+421.057,,Marker:Markon:1
+450.654,,Marker:Markoff:1
+451.08,,Marker:Markon:1
+480.654,,Marker:Markoff:1
+481.061,,Marker:Markon:1
+510.654,,Marker:Markoff:1
+511.061,,Marker:Markon:1
+527.1899288,,k-complex
+540.654,,Marker:Markoff:1
+541.061,,Marker:Markon:1
+562.0904027,,spindle
+569.4322571,,spindle
+570.654,,Marker:Markoff:1
+571.061,,Marker:Markon:1
+600.654,,Marker:Markoff:1
+601.061,,Marker:Markon:1
+622.1134477,,spindle
+626.31966,,spindle
+629.1203503,,spindle
+630.66,,Marker:Markoff:1
+630.9562085,,Marker:Markon:1
+636.5452855,,spindle
+643.6518429,,spindle
+648.3343278,,spindle
+655.8278567,,spindle
+660.66,,Marker:Markoff:2
+661.017,,Marker:Markon:2
+663.3252683,,k-complex
+669.4956729,,spindle
+687.8472037,,k-complex
+688.85,,spindle
+690.66,,Marker:Markoff:2
+691.015,,Marker:Markon:2
+720.66,,Marker:Markoff:2
+721.015,,Marker:Markon:2
+721.223,,spindle
+750.66,,Marker:Markoff:2
+751.015,,Marker:Markon:2
+777.4870142,,spindle
+780.66,,Marker:Markoff:2
+781.012,,Marker:Markon:2
+782.5272985,,spindle
+792.7713744,,spindle
+808.9245829,,k-complex
+810.66,,Marker:Markoff:2
+811.015,,Marker:Markon:2
+829.4814549,,spindle
+840.66,,Marker:Markoff:2
+841.015,,Marker:Markon:2
+870.66,,Marker:Markoff:2
+871.015,,Marker:Markon:2
+872.5572843,,spindle
+878.8060995,,spindle
+881.806,,spindle
+885.9103649,,spindle
+894.8558625,,spindle
+900.66,,Marker:Markoff:2
+900.9861943,,spindle
+901.015,,Marker:Markon:2
+930.66,,Marker:Markoff:2
+931.015,,Marker:Markon:2
+945.0501753,,spindle
